                                                  GEOID  votes_dem  ...  index_right  District
133                            28107-UNION FIRE STATION        221  ...            0         1
134                                     28087-CALEDONIA        444  ...            0         1
137                                    28057-FRIENDSHIP         17  ...            0         1
148                        28033-HORN LAKE INTERMEDIATE        847  ...            0         1
153                              28033-HERNANDO CENTRAL        538  ...            0         1
160                                       28087-BRANDON        839  ...            0         1
167                                          28087-HUNT       1278  ...            0         1
180                                          28071-TULA         41  ...            0         1
182                               28095-5 CENTRAL GROVE        220  ...            0         1
199                                   28093-1 RED BANKS        442  ...            0         1
201                                    28087-UNIVERSITY        334  ...            0         1
204                                 28093-2 NORTH CAYCE        236  ...            0         1
210                                     28057-GREENWOOD        131  ...            0         1
211                                   28095-4 DARRACOTT         31  ...            0         1
222                                         28115-JUDAH         19  ...            0         1
228                                      28093-4 WATSON        180  ...            0         1
233                                 28017-VAN VLEET 013        115  ...            0         1
240                              28095-3 ABERDEEN THIRD        306  ...            0         1
250                                        28139-RIPLEY        262  ...            0         1
255                                 28057-FRIENDSHIP 1D          7  ...            0         1
259                              28095-4 SOUTH ABERDEEN        795  ...            0         1
260                                     28155-MATHISTON         90  ...            0         1
261                              28139-RIPLEY SOUTHWEST        289  ...            0         1
262                                     28145-MACEDONIA         17  ...            0         1
265                                 28105-CRAIG SPRINGS         12  ...            0         1
267                        28161-SCUNA-VANNS MILL SOUTH          7  ...            0         1
268                                 28155-BLUFF SPRINGS         49  ...            0         1
283                                  28139-TIPLERSVILLE        108  ...            0         1
288                                    28017-SPARTA 012         55  ...            0         1
292                        28107-CRENSHAW OLD CITY HALL        240  ...            0         1
296                                28095-3 BARTAHATCHIE         17  ...            0         1
307                                    28081-FELLOWSHIP         78  ...            0         1
312                              28145-HILLCREST CHURCH        249  ...            0         1
313                                        28033-ELMORE        860  ...            0         1
316                                  28081-MOOREVILLE-5        129  ...            0         1
319                                28095-2 AMORY SECOND        458  ...            0         1
320                               28057-AMERICAN LEGION        162  ...            0         1
328                                      28143-PRICHARD        277  ...            0         1
329                                         28115-HOYLE        291  ...            0         1
331                                     28141-IUKA EAST        201  ...            0         1
334                                        28081-BREWER         53  ...            0         1
337                                    28081-FRIENDSHIP         11  ...            0         1
338                                       28057-TREMONT         34  ...            0         1
350                        28161-SCUNA-VANNS MILL NORTH         32  ...            0         1
352                                        28105-OSBORN        571  ...            0         1
354                                   28137-SENATOBIA 2        342  ...            0         1
355                                   28137-SENATOBIA 1        675  ...            0         1
356                                28033-DESOTO CENTRAL        931  ...            0         1
362                                   28137-SENATOBIA 4        212  ...            0         1
364                                   28137-SENATOBIA 3        408  ...            0         1
365                                   28145-BEACON HILL        135  ...            0         1
373                                          28137-TYRO        157  ...            0         1
377                                   28057-JAMES CREEK          7  ...            0         1
384                              28087-SOUTHSIDE CHURCH       1990  ...            0         1
386                                        28057-ARMORY         72  ...            0         1
388                              28081-BIRMINGHAM RIDGE        214  ...            0         1
397                                      28003-WENASOGA        155  ...            0         1
399                                    28155-CUMBERLAND         54  ...            0         1
408                                       28081-BISSELL       1028  ...            0         1
409                                       28009-FLOYD 4        193  ...            0         1
411                                     28019-PANHANDLE         92  ...            0         1
417                                    28033-CUMBERLAND       1001  ...            0         1
424                                      28013-VARDAMAN        202  ...            0         1
426                                  28033-INGRAMS MILL        301  ...            0         1
427                                      28115-BUCHANAN         33  ...            0         1
428                                      28115-WOODLAND         16  ...            0         1
444                                  28017-PEARSALL 009         74  ...            0         1
445                                 28057-FRIENDSHIP-5D          9  ...            0         1
446                                  28139-RIPLEY NORTH        373  ...            0         1
449                                28105-DOUBLE SPRINGS         76  ...            0         1
456                               28033-SOUTHAVEN SOUTH        585  ...            0         1
459                                 28139-FALKNER NORTH         44  ...            0         1
460                                      28117-THRASHER        126  ...            0         1
468                              28033-GREENBROOK SOUTH       1221  ...            0         1
470                                        28081-HEBRON         32  ...            0         1
473          28107-SPRINGPORT SOUTH MT OLIVET FIRE DEPT        309  ...            0         1
474                                         28071-PARIS         29  ...            0         1
476                                      28009-CANAAN 1        424  ...            0         1
477        28107-SPRINGPORT NORTH BLACKJACK COMM CENTER        305  ...            0         1
479                                 28057-FRIENDSHIP-4D          3  ...            0         1
486                                 28143-TWO MILE LAKE        293  ...            0         1
490                                      28081-RICHMOND         62  ...            0         1
491                                  28003-COLLEGE HILL        247  ...            0         1
498                                28033-HORN LAKE WEST        664  ...            0         1
501                                    28145-KEOWNVILLE         35  ...            0         1
507                                       28009-LAMAR 2        595  ...            0         1
510                                      28139-MITCHELL          9  ...            0         1
517                                  28139-COTTON PLANT         99  ...            0         1
518                                   28139-SHADY GROVE         10  ...            0         1
522                                   28013-PITTSBORO 2        138  ...            0         1
523                                   28013-PITTSBORO 1        377  ...            0         1
526                                  28115-CHERRY CREEK         62  ...            0         1
527                                 28093-2 MT PLEASANT        278  ...            0         1
528                                       28071-BURGESS        133  ...            0         1
536                                      28155-TOMNOLEN         32  ...            0         1
541                              28105-BELL SCHOOLHOUSE        210  ...            0         1
545                         28143-WHITE OAK REC. CENTER        285  ...            0         1
547                                     28115-HURRICANE         31  ...            0         1
548                                       28115-SHERMAN         43  ...            0         1
549                                        28139-PALMER         54  ...            0         1
550                               28071-AIRPORT GROCERY        165  ...            0         1
551                                     28019-WEIR WEST         85  ...            0         1
552                      28043-GORE SPRINGS COMM CENTER         70  ...            0         1
553                               28117-BOONEVILLE WEST        266  ...            0         1
555                                   28093-4 CHULAHOMA        426  ...            0         1
559                                          28115-ZION        111  ...            0         1
560                                       28117-WHEELER        119  ...            0         1
561                                       28093-3 CAYCE        264  ...            0         1
562                                 28141-BELMONT NORTH         25  ...            0         1
575                                      28081-SALTILLO        458  ...            0         1
577                                   28093-4 WALL HILL        391  ...            0         1
578                              28141-BURNSVILLE NORTH         46  ...            0         1
581                                 28093-2 HUDSONVILLE        211  ...            0         1
582                                    28139-BROWNFIELD          9  ...            0         1
584                                    28057-CARDSVILLE         19  ...            0         1
586                                 28141-HUBBARD SALEM         14  ...            0         1
588                                      28087-NEW HOPE        813  ...            0         1
604                              28057-BANNER-PINEVILLE         42  ...            0         1
606                             28017-OKOLONA NORTH 006        268  ...            0         1
610                                      28057-CAROLINA         42  ...            0         1
612                                         28141-PADEN         31  ...            0         1
620                                       28087-COLEMAN        245  ...            0         1
622                                      28139-NEW HOPE         14  ...            0         1
628                                      28095-2 SIPSEY         12  ...            0         1
634                              28017-OKOLONA WEST 014        436  ...            0         1
644                                         28155-GRADY         41  ...            0         1
647                                       28097-STEWART          6  ...            0         1
656                                28033-HORN LAKE EAST        711  ...            0         1
657                                   28093-5 BETHLEHEM         42  ...            0         1
660                                          28019-BYWY         57  ...            0         1
661                                       28081-CORRONA        271  ...            0         1
669                         28017-HOUSTON NORTHWEST 007        673  ...            0         1
670                                      28081-EGGVILLE         28  ...            0         1
672                                 28033-HERNANDO WEST        785  ...            0         1
679                                    28137-EVANSVILLE         46  ...            0         1
682                            28025-WEST POINT CENTRAL        522  ...            0         1
683                                    28087-RURAL HILL        569  ...            0         1
685                                          28057-CLAY         58  ...            0         1
689                                    28139-CHALYBEATE         39  ...            0         1
692                                     28093-2 SLAYDEN        226  ...            0         1
695                                     28033-FAIRHAVEN        837  ...            0         1
697                                    28093-4 VICTORIA        236  ...            0         1
699                                      28095-5 WILLIS        524  ...            0         1
702                                        28057-TILDEN         60  ...            0         1
703                            28033-OLIVE BRANCH SOUTH        793  ...            0         1
709                                       28087-ARTESIA        277  ...            0         1
710                                  28071-WEST UNION 4         87  ...            0         1
716                                        28081-AUBURN        124  ...            0         1
717                                    28145-COURTHOUSE        222  ...            0         1
724                                    28139-PROVIDENCE         31  ...            0         1
732                                          28003-GLEN         94  ...            0         1
741                                    28007-PROVIDENCE         31  ...            0         1
745                                        28019-REFORM         89  ...            0         1
753                                       28117-BALDWYN        456  ...            0         1
757                               28071-ANCHOR-TAYLOR 4         93  ...            0         1
758                                        28115-ALGOMA         63  ...            0         1
759                                     28081-NETTLETON        120  ...            0         1
765                                   28137-POAGVILLE 5         89  ...            0         1
766                                   28137-POAGVILLE 4        137  ...            0         1
767                                  28003-UNION CENTER         66  ...            0         1
775                                    28141-BURNSVILLE         54  ...            0         1
784                                    28115-PONTOTOC 2        105  ...            0         1
787                                    28115-PONTOTOC 1         78  ...            0         1
788                                        28141-DENNIS         14  ...            0         1
789                                    28115-PONTOTOC 5        255  ...            0         1
790                                    28115-PONTOTOC 4        130  ...            0         1
793                                    28115-PONTOTOC 3        214  ...            0         1
796                                 28033-MINERAL WELLS       1110  ...            0         1
802                                       28145-INGOMAR        129  ...            0         1
803                       28071-YOCONA COMMUNITY CENTER        123  ...            0         1
804                                        28013-BANNER         52  ...            0         1
806                          28003-2ND DISTRICT CENTRAL        170  ...            0         1
809                                        28019-KENEGO          8  ...            0         1
810                                   28093-5 WATERFORD        234  ...            0         1
811                                      28019-SHERWOOD         13  ...            0         1
812                          28093-1 WEST HOLLY SPRINGS        866  ...            0         1
818                                     28033-LEWISBURG        916  ...            0         1
822                                  28071-PHILADELPHIA         99  ...            0         1
830                             28033-OLIVE BRANCH EAST        775  ...            0         1
840                                          28033-LOVE        197  ...            0         1
842                                    28093-4 MARIANNA        287  ...            0         1
843                                       28013-DERMA 5         97  ...            0         1
844                                        28057-BOUNDS         12  ...            0         1
845                                       28013-DERMA 4         63  ...            0         1
848                                      28095-2 PARHAM         21  ...            0         1
852                                     28115-TOCCOPOLA         41  ...            0         1
859                                    28025-UNION STAR        294  ...            0         1
861                                       28137-SHERROD         22  ...            0         1
864                                   28103-BROOKSVILLE        757  ...            0         1
865                                  28137-INDEPENDENCE        422  ...            0         1
867                                    28087-PLUM GROVE        285  ...            0         1
874                                      28087-CRAWFORD        648  ...            0         1
879                                        28145-MYRTLE        152  ...            0         1
883                                         28155-MABEN        115  ...            0         1
884                                     28145-GLENFIELD        171  ...            0         1
886                                        28007-MCCOOL        108  ...            0         1
888                                      28093-4 WARSAW        297  ...            0         1
889                                          28141-IUKA        218  ...            0         1
892                                         28007-ETHEL        100  ...            0         1
894                         28093-5 SOUTH HOLLY SPRINGS       1071  ...            0         1
897                                       28115-OAKHILL         31  ...            0         1
904                           28033-PLEASANT HILL NORTH        954  ...            0         1
905                                    28139-PINE GROVE          6  ...            0         1
907                                  28103-CLIFTONVILLE        413  ...            0         1
908                                        28003-RIENZI        160  ...            0         1
909                                       28087-TRINITY        604  ...            0         1
911                                        28081-BELDEN        612  ...            0         1
925                                      28071-TAYLOR 3        411  ...            0         1
932                                      28115-LONGVIEW        122  ...            0         1
935                                        28145-CENTER         29  ...            0         1
937                               28117-BOONEVILLE EAST        188  ...            0         1
941                                  28003-CORINTH EAST        371  ...            0         1
945                         28093-1 NORTH HOLLY SPRINGS        627  ...            0         1
947                                      28081-PALMETTO        323  ...            0         1
950                                        28025-TIBBEE        192  ...            0         1
963                                   28095-5 NETTLETON        347  ...            0         1
966                             28087-EAST COLUMBUS GYM       1380  ...            0         1
970                                28033-SOUTHAVEN WEST        959  ...            0         1
972                                        28081-PRATTS         28  ...            0         1
974                                   28003-SHADY GROVE        119  ...            0         1
975                                    28141-SPRINGHILL         81  ...            0         1
977                                   28093-4 LAWS HILL         89  ...            0         1
981                              28033-GREENBROOK NORTH       1510  ...            0         1
983                                         28025-CAIRO        149  ...            0         1
984                                          28115-ECRU        173  ...            0         1
985                                28105-LONGVIEW SOUTH         50  ...            0         1
987                                        28139-WALNUT         86  ...            0         1
1021                                       28137-WYATTE         56  ...            0         1
1027                                    28009-ASHLAND 3        353  ...            0         1
1045                                28033-HERNANDO EAST        767  ...            0         1
1046                           28019-ACKERMAN SOUTHWEST        249  ...            0         1
1049                                     28137-THYATIRA         57  ...            0         1
1051                                      28019-CHESTER         64  ...            0         1
1063                               28081-TUPELO 4 SOUTH       1147  ...            0         1
1066                              28033-ALPHABA-COCKRUM        125  ...            0         1
1068                                       28025-VINTON        290  ...            0         1
1073                                28081-BEECH SPRINGS        206  ...            0         1
1075                                       28137-TAYLOR        120  ...            0         1
1077                                     28071-OXFORD 1       1239  ...            0         1
1084                                     28071-OXFORD 5        933  ...            0         1
1085                                     28071-OXFORD 4       1566  ...            0         1
1087                                     28071-OXFORD 3       1306  ...            0         1
1089                                     28071-OXFORD 2       2396  ...            0         1
1091                               28145-PLEASANT RIDGE         18  ...            0         1
1093                                       28117-INGRAM         19  ...            0         1
1094                                       28033-MILLER        712  ...            0         1
1095                                    28139-DRY CREEK         17  ...            0         1
1098                                       28145-BLYTHE         19  ...            0         1
1103                                     28145-PINEDALE         19  ...            0         1
1106                                      28139-FALKNER         79  ...            0         1
1107              28117-BOONEVILLE NORTH/SUNFLOWER PARK        430  ...            0         1
1108                                   28025-PINE BLUFF        267  ...            0         1
1115                                       28081-KEDRON        136  ...            0         1
1117                                 28017-WOODLAND 015        129  ...            0         1
1135                             28025-WEST POINT SOUTH        747  ...            0         1
1137                                 28145-BLUE SPRINGS         46  ...            0         1
1138                  28145-WATSON GROVE BAPTIST CHURCH        311  ...            0         1
1139                               28087-FIRST ASSEMBLY        940  ...            0         1
1141                                    28057-KIRKVILLE         33  ...            0         1
1152                                   28057-FAWN GROVE         32  ...            0         1
1153                               28057-SALEM-COPELAND         31  ...            0         1
1156                                        28033-WALLS        893  ...            0         1
1159                                      28115-BECKHAM         81  ...            0         1
1160                                       28159-SHILOH         90  ...            0         1
1161                              28025-WEST POINT EAST        556  ...            0         1
1162                                   28159-FAIRGROUND        627  ...            0         1
1163                       28117-HILLS CHAPEL- NEW HOPE         72  ...            0         1
1167                          28095-3 GREENWOOD SPRINGS          3  ...            0         1
1168                                         28115-TROY         68  ...            0         1
1171                                       28019-HEBRON         31  ...            0         1
1174                            28117-BOONEVILLE/AG-CTR        147  ...            0         1
1176                              28115-BETHEL/ENDVILLE         79  ...            0         1
1177                                    28155-CADARETTA          8  ...            0         1
1186                                      28145-JERICHO         31  ...            0         1
1194                                       28087-STEENS         62  ...            0         1
1210                                   28159-MILL CREEK        396  ...            0         1
1211                                      28081-SHANNON        319  ...            0         1
1222                                      28141-BELMONT         57  ...            0         1
1224                              28033-HORN LAKE NORTH        860  ...            0         1
1228                                       28025-SILOAM        310  ...            0         1
1230                                       28057-DORSEY         38  ...            0         1
1233                                   28097-KILMICHAEL        209  ...            0         1
1234                              28017-BUENA VISTA 002        386  ...            0         1
1246                    28097-MT PISGAH SWEETHOME NORTH         50  ...            0         1
1248                                   28097-MT. PISGAH         14  ...            0         1
1259                               28143-WIN JOB CENTER        172  ...            0         1
1260                                     28115-RANDOLPH         36  ...            0         1
1266                                       28155-MANTEE         34  ...            0         1
1267                              28025-WEST POINT WEST        921  ...            0         1
1269                                     28155-CLARKSON         10  ...            0         1
1273                     28043-MT. NEBO YOUNG'S LANDING         12  ...            0         1
1274                                     28093-3 BARTON        154  ...            0         1
1275                             28095-4 NORTH ABERDEEN        725  ...            0         1
1279                                   28115-FRIENDSHIP         39  ...            0         1
1280                                  28025-CEDAR BLUFF         17  ...            0         1
1282                                  28137-COLDWATER 3        756  ...            0         1
1288                                     28155-WALTHALL         20  ...            0         1
1289                                     28117-NEW SITE         56  ...            0         1
1304                                   28081-EUCLATUBBA         23  ...            0         1
1306                                     28095-1 BIGBEE         14  ...            0         1
1309                                        28115-ROBBS         16  ...            0         1
1310                            28033-HORN LAKE CENTRAL        659  ...            0         1
1312                                        28137-SARAH          8  ...            0         1
1316                                  28019-FRENCH CAMP         53  ...            0         1
1318                               28093-5 CORNERSVILLE          6  ...            0         1
1325                                     28115-TURNPIKE         23  ...            0         1
1333                                     28095-1 HATLEY        123  ...            0         1
1336                                        28105-MABEN        119  ...            0         1
1337                                 28107-COMO LIBRARY        712  ...            0         1
1340                                    28081-OLD UNION        179  ...            0         1
1342                             28025-WEST POINT NORTH        788  ...            0         1
1346               28143-ROBINSONVILLE COMMUNITY CENTER        315  ...            0         1
1347                                 28105-ADATON SOUTH        160  ...            0         1
1353                                     28025-CARADINE        556  ...            0         1
1357                                         28057-ICDC        156  ...            0         1
1360                                28139-BLUE MOUNTAIN        276  ...            0         1
1361                                      28097-NATIONS         26  ...            0         1
1362                                      28003-KOSSUTH         94  ...            0         1
1364                                     28095-3 ATHENS         76  ...            0         1
1372                                   28081-PETERSBURG         24  ...            0         1
1375                                 28003-CORINTH WEST        131  ...            0         1
1377                      28107-SARDIS NORTH COURTHOUSE        607  ...            0         1
1384                                    28017-EGYPT 003        225  ...            0         1
1386                                  28033-NESBIT EAST        746  ...            0         1
1387                                    28117-BLACKLAND         44  ...            0         1
1388                                   28141-TISHOMINGO        208  ...            0         1
1394                         28003-FIVE POINTS 1ST DIST        163  ...            0         1
1396                               28081-TUPELO 4 NORTH       1369  ...            0         1
1397                                      28081-GUNTOWN        215  ...            0         1
1399                                         28155-FAME         12  ...            0         1
1406                                 28003-BIGGERSVILLE        137  ...            0         1
1409                                    28003-PINECREST        110  ...            0         1
1415                                    28093-3 BYHALIA        532  ...            0         1
1418                                 28093-5 POTTS CAMP        300  ...            0         1
1419                                       28141-GOLDEN         37  ...            0         1
1422                                       28095-5 WREN        198  ...            0         1
1426                        28033-HORN LAKE HIGH SCHOOL        644  ...            0         1
1429                                      28115-THAXTON         45  ...            0         1
1431                                       28081-VERONA        626  ...            0         1
1439                                     28081-TUPELO 3       1150  ...            0         1
1441                                     28081-TUPELO 2        963  ...            0         1
1442                                     28081-TUPELO 1        113  ...            0         1
1444                                    28155-BIG BLACK         16  ...            0         1
1447                                     28081-TUPELO 5        431  ...            0         1
1452                                      28095-1 BOYDS         24  ...            0         1
1458                                        28007-BEREA         11  ...            0         1
1470                           28033-OLIVE BRANCH NORTH        932  ...            0         1
1474                                        28025-PHEBA        235  ...            0         1
1475                               28081-PLEASANT GROVE        498  ...            0         1
1480                              28033-SOUTHAVEN NORTH        674  ...            0         1
1498                       28081-OAK HILL VETERANS PARK        428  ...            0         1
1499                             28161-TWO WATER VALLEY        725  ...            0         1
1500                                     28115-BANKHEAD        296  ...            0         1
1506                                28033-BAKERS CHAPEL        153  ...            0         1
1509                                      28139-CHAPMAN         29  ...            0         1
1520                                    28095-4 PRAIRIE        453  ...            0         1
1527                               28009-HICKORY FLAT 5        114  ...            0         1
1528                                  28057-CENTERVILLE         31  ...            0         1
1529                                  28033-SUMMERSHILL        865  ...            0         1
1536                     28145-ELLISTOWN BAPTIST CHURCH        135  ...            0         1
1552                                28093-2 EARLY GROVE        125  ...            0         1
1554                                      28087-AIRBASE        484  ...            0         1
1555                  28033-NORTHWEST COMMUNITY COLLEGE       1099  ...            0         1
1557                                   28145-UNION WEST         34  ...            0         1
1558                               28141-COTTON SPRINGS         15  ...            0         1
1559                                 28087-WEST LOWNDES        279  ...            0         1
1560                        28107-LONGTOWN FIRE STATION        131  ...            0         1
1566                        28093-2 NORTH HOLLY SPRINGS        537  ...            0         1
1567                                    28137-ARKABUTLA        222  ...            0         1
1581                                  28137-STRAYHORN 2         27  ...            0         1
1584                                  28137-STRAYHORN 1         53  ...            0         1
1589                                     28087-IMMANUEL        278  ...            0         1
1590                               28033-LAKE CORMORANT        157  ...            0         1
1594                                     28095-4 GIBSON        317  ...            0         1
1597                     28017-PLEASANT GROVE THORN 008         76  ...            0         1
1598                                28095-5 AMORY FIFTH        535  ...            0         1
1599                                   28139-THREEFORKS         17  ...            0         1
1600                               28013-CALHOUN CITY 4        243  ...            0         1
1601                                28081-PLANTERSVILLE        400  ...            0         1
1604                               28013-CALHOUN CITY 1        400  ...            0         1
1609                          28145-CENTRAL MAINTENANCE         87  ...            0         1
1610                                28095-1 AMORY FIRST        101  ...            0         1
1619                                   28033-BRIDGETOWN        416  ...            0         1
1620                                       28033-EUDORA        234  ...            0         1
1627                      28087-FIFTEENTH STREET CHURCH        566  ...            0         1
1630                                      28081-GILVO-5         21  ...            0         1
1637                               28033-COLONIAL HILLS        275  ...            0         1
1638                            28013-CALHOUN NORTHEAST        103  ...            0         1
1641                                 28105-NORTH ADATON        293  ...            0         1
1655                          28057-FAIRVIEW-PLEASANTON         11  ...            0         1
1656                                      28105-STURGIS        201  ...            0         1
1662                                  28117-CROSS ROADS         54  ...            0         1
1664                                   28145-SPORTSPLEX        266  ...            0         1
1665               28071-DENMARK-LAF SPRINGS-PINE BLUFF         73  ...            0         1
1666                    28043-PLEASANT GROVE COMMUN CEN        304  ...            0         1
1668                                  28115-SPRINGVILLE        113  ...            0         1
1670                                   28019-DISTRICT 5        168  ...            0         1
1674                                     28155-EUPORA 2         39  ...            0         1
1675                                     28155-EUPORA 1        425  ...            0         1
1678                                      28003-JACINTO         23  ...            0         1
1681                                     28155-EUPORA 3         67  ...            0         1
1682                             28033-HACKS CROSS ROAD        757  ...            0         1
1687                             28017-HOULKA SOUTH 011        121  ...            0         1
1689                                28003-CORINTH SOUTH        557  ...            0         1
1691                               28033-LEWISBURG EAST         64  ...            0         1
1694                                     28095-2 BECKER         92  ...            0         1
1702                             28017-OKOLONA EAST 004        667  ...            0         1
1709                                     28095-3 LACKEY        110  ...            0         1
1710                                   28017-ANCHOR 001        143  ...            0         1
1712                                         28097-LODI        139  ...            0         1
1715                               28105-LONGVIEW NORTH        181  ...            0         1
1716                                      28081-BALDWYN        335  ...            0         1
1719                                        28117-CAIRO         33  ...            0         1
1722                                          28155-FAY          3  ...            0         1
1725                                  28139-CLARYSVILLE          9  ...            0         1
1730                                      28139-PEOPLES         35  ...            0         1
1743                                28087-TOWNSEND PARK        772  ...            0         1
1747                                 28071-COLLEGE HILL        770  ...            0         1
1752                                    28019-WEIR EAST        204  ...            0         1
1763                                 28145-KINGS CHAPEL         55  ...            0         1
8                          28123-BEAT 3/EASTWEST MORTON        366  ...            2         3
15                                        28121-PUCKETT        107  ...            2         3
16                                   28103-MASHULAVILLE        152  ...            2         3
22                                 28121-MCLAURIN NORTH        151  ...            2         3
27                               28121-STEEN CREEK WEST        348  ...            2         3
28                                     28159-ZION RIDGE        398  ...            2         3
29                            28123-BEAT 4/NORTH MORTON        396  ...            2         3
34                                        28031-COLLINS        711  ...            2         3
37                               28123-BEAT 1/HILLSBORO        448  ...            2         3
42                                         28029-WESSON         93  ...            2         3
44                                    28129-CEDAR GROVE         55  ...            2         3
47                                  28147-KIRKLIN SOUTH         41  ...            2         3
49                                      28121-CITY HALL        367  ...            2         3
57                                28121-CROSSGATES EAST        495  ...            2         3
58                         28075-560 - SOUTH NELLIEBURG         88  ...            2         3
61                                  28105-HICKORY GROVE       1029  ...            2         3
63                                        28147-IMPROVE        104  ...            2         3
71                          28113-(16) SUMMIT CITY HALL        413  ...            2         3
75                         28099-PHILADELPHIA NORTHWEST       1067  ...            2         3
77                                   28069-FORT STEVENS         25  ...            2         3
80                                    28127-HARRISVILLE         84  ...            2         3
83                                      28061-PALESTINE         71  ...            2         3
85                                         28031-OKAHAY        517  ...            2         3
90                                       28079-EDINBURG         20  ...            2         3
94                                         28147-MIDWAY         47  ...            2         3
98                                          28099-HOUSE         36  ...            2         3
100                                     28005-FORK EAST         77  ...            2         3
107                            28103-DISTRICT 3 CENTRAL       1033  ...            2         3
108                            28159-NEW NATIONAL GUARD         89  ...            2         3
111                                         28129-BURNS         86  ...            2         3
112                                         28127-BOWIE         91  ...            2         3
113                                  28129-CENTER RIDGE         27  ...            2         3
115                                    28069-MOUNT NEBO        206  ...            2         3
119                                   28103-SUMMERVILLE         33  ...            2         3
120                                  28069-KELLIS STORE        127  ...            2         3
128                             28123-BEAT 5/LANGS MILL        137  ...            2         3
132                                         28105-OKTOC        426  ...            2         3
135                       28129-CLEAR SPRINGS-PINEVILLE         19  ...            2         3
138                                 28075-240 - KEWANEE        124  ...            2         3
142                                        28067-POWERS        216  ...            2         3
143                                        28067-HEBRON        340  ...            2         3
144   28113-(12) NAVILLA BAPTIST CHURCH FELLOWSHIP HALL        527  ...            2         3
146                                       28061-HOLDERS        244  ...            2         3
147                                      28089-TOUGALOO         94  ...            2         3
154                                            28049-77        614  ...            2         3
165                                            28049-79       1106  ...            2         3
166                                            28049-78        687  ...            2         3
172                                       28099-NESHOBA         65  ...            2         3
173                                      28121-LAKELAND        253  ...            2         3
175                                     28037-BAD BAYOU         16  ...            2         3
178                          28075-146 - NEW LAUDERDALE        268  ...            2         3
185                                       28079-RENFROE         66  ...            2         3
186                         28077-WEST MONTICELLO (A-Z)        269  ...            2         3
187                                        28099-DEEMER         22  ...            2         3
